Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Iceland,Office Supplies,Online,C,10/26/13,879107797,11/2/13,6388,651.21,524.96,4159929.48,3353444.48,806485
Sub-Saharan Africa,Nigeria,Vegetables,Offline,C,7/21/10,211201274,9/9/10,8005,154.06,90.93,1233250.3,727894.65,505355.65
Sub-Saharan Africa,Rwanda,Fruits,Online,H,6/9/15,925333631,7/25/15,5639,9.33,6.92,52611.87,39021.88,13589.99
Europe,Hungary,Snacks,Offline,C,6/3/10,909053695,6/27/10,8044,152.58,97.44,1227353.52,783807.36,443546.16
Europe,Belarus,Baby Food,Online,L,5/17/16,370222795,6/11/16,6007,255.28,159.42,1533466.96,957635.94,575831.02
Sub-Saharan Africa,South Sudan,Cosmetics,Offline,H,8/3/13,487014758,8/30/13,7344,437.2,263.33,3210796.8,1933895.52,1276901.28
Europe,Andorra,Vegetables,Online,M,9/15/13,257915914,10/6/13,1905,154.06,90.93,293484.3,173221.65,120262.65
Asia,Japan,Meat,Offline,M,7/2/10,551725089,8/10/10,6569,421.89,364.69,2771395.41,2395648.61,375746.8
Central America and the Caribbean,El Salvador,Meat,Offline,L,12/18/13,957553613,1/10/14,248,421.89,364.69,104628.72,90443.12,14185.6
Sub-Saharan Africa,Kenya,Office Supplies,Offline,L,3/19/16,234825313,3/23/16,8883,651.21,524.96,5784698.43,4663219.68,1121478.75
Europe,Bosnia and Herzegovina,Snacks,Online,M,6/9/10,363276517,7/9/10,449,152.58,97.44,68508.42,43750.56,24757.86
Europe,Andorra,Personal Care,Online,M,5/21/17,692956054,6/23/17,9950,81.73,56.67,813213.5,563866.5,249347
Sub-Saharan Africa,Cape Verde,Cosmetics,Online,H,6/12/13,194225251,6/19/13,4423,437.2,263.33,1933735.6,1164708.59,769027.01
Australia and Oceania,Nauru,Fruits,Online,L,2/22/10,607757937,4/5/10,7934,9.33,6.92,74024.22,54903.28,19120.94
Europe,Czech Republic,Cereal,Offline,H,6/29/12,594540441,7/30/12,6583,205.7,117.11,1354123.1,770935.13,583187.97
Europe,Serbia,Vegetables,Online,L,3/23/15,685871589,4/5/15,3500,154.06,90.93,539210,318255,220955
Australia and Oceania,Tuvalu,Cereal,Offline,C,2/12/14,133362710,3/23/14,3844,205.7,117.11,790710.8,450170.84,340539.96
Sub-Saharan Africa,Madagascar,Clothes,Offline,H,5/22/17,958937633,7/5/17,9810,109.28,35.84,1072036.8,351590.4,720446.4
Sub-Saharan Africa,Ethiopia,Vegetables,Online,C,8/6/11,304832684,9/6/11,5620,154.06,90.93,865817.2,511026.6,354790.6
Asia,Malaysia,Baby Food,Offline,L,11/14/10,783596694,12/24/10,2530,255.28,159.42,645858.4,403332.6,242525.8
Sub-Saharan Africa,Tanzania,Household,Offline,C,4/5/15,128090989,4/27/15,3825,668.27,502.54,2556132.75,1922215.5,633917.25
Sub-Saharan Africa,Cote d'Ivoire,Vegetables,Offline,M,7/8/14,641489398,7/28/14,9823,154.06,90.93,1513331.38,893205.39,620125.99
Australia and Oceania,Solomon Islands,Clothes,Offline,M,8/9/14,647278249,9/16/14,2873,109.28,35.84,313961.44,102968.32,210993.12
Europe,Netherlands,Clothes,Online,H,3/13/11,339256370,3/31/11,2354,109.28,35.84,257245.12,84367.36,172877.76
Sub-Saharan Africa,Mali,Baby Food,Offline,M,3/2/16,431535089,3/19/16,9677,255.28,159.42,2470344.56,1542707.34,927637.22
Middle East and North Africa,Afghanistan,Cereal,Offline,C,12/19/15,808538234,1/16/16,3286,205.7,117.11,675930.2,384823.46,291106.74
Europe,Moldova ,Personal Care,Online,C,3/28/13,975002133,4/7/13,3653,81.73,56.67,298559.69,207015.51,91544.18
Asia,Bhutan,Snacks,Online,H,6/27/15,505975615,7/4/15,8283,152.58,97.44,1263820.14,807095.52,456724.62
Asia,Vietnam,Vegetables,Offline,M,2/18/16,396820008,3/20/16,6714,154.06,90.93,1034358.84,610504.02,423854.82
Europe,Portugal,Vegetables,Online,H,6/14/13,813209140,7/10/13,5511,154.06,90.93,849024.66,501115.23,347909.43
Europe,Spain,Baby Food,Online,M,5/10/14,641129338,5/14/14,3273,255.28,159.42,835531.44,521781.66,313749.78
Middle East and North Africa,Egypt,Meat,Offline,C,6/17/15,636879432,7/3/15,5632,421.89,364.69,2376084.48,2053934.08,322150.4
Europe,Belgium,Snacks,Online,C,6/11/14,277070748,7/2/14,246,152.58,97.44,37534.68,23970.24,13564.44
Asia,Malaysia,Cosmetics,Offline,H,11/3/13,908627116,11/24/13,1810,437.2,263.33,791332,476627.3,314704.7
Central America and the Caribbean,Dominican Republic,Cosmetics,Offline,C,4/2/17,798784863,5/2/17,7047,437.2,263.33,3080948.4,1855686.51,1225261.89
Europe,Estonia,Beverages,Offline,H,5/28/10,985092818,7/17/10,9711,47.45,31.79,460786.95,308712.69,152074.26
Sub-Saharan Africa,Burundi,Snacks,Offline,C,5/22/10,325412309,7/7/10,5588,152.58,97.44,852617.04,544494.72,308122.32
Europe,Latvia,Beverages,Online,M,6/2/16,447917163,6/24/16,7497,47.45,31.79,355732.65,238329.63,117403.02
Asia,Tajikistan,Meat,Offline,M,8/22/13,801093709,10/5/13,285,421.89,364.69,120238.65,103936.65,16302
Sub-Saharan Africa,Zimbabwe,Fruits,Offline,H,10/5/14,903740775,10/23/14,5833,9.33,6.92,54421.89,40364.36,14057.53
Sub-Saharan Africa,Comoros,Meat,Offline,L,10/31/10,794969689,11/13/10,8052,421.89,364.69,3397058.28,2936483.88,460574.4
Sub-Saharan Africa,Namibia,Clothes,Online,L,11/27/12,584204280,1/1/13,7884,109.28,35.84,861563.52,282562.56,579000.96
Europe,Slovenia,Cereal,Offline,H,5/22/10,901180875,5/26/10,8302,205.7,117.11,1707721.4,972247.22,735474.18
Europe,Bulgaria,Snacks,Offline,L,8/31/12,645948302,9/29/12,9312,152.58,97.44,1420824.96,907361.28,513463.68
Sub-Saharan Africa,Guinea-Bissau,Cereal,Online,L,1/23/15,138867890,2/22/15,2950,205.7,117.11,606815,345474.5,261340.5
Sub-Saharan Africa,Lesotho,Beverages,Offline,L,3/2/10,670613467,3/21/10,8282,47.45,31.79,392980.9,263284.78,129696.12
Asia,Sri Lanka,Cosmetics,Offline,L,5/9/14,452171361,5/27/14,6409,437.2,263.33,2802014.8,1687681.97,1114332.83
Australia and Oceania,East Timor,Snacks,Online,H,12/28/10,464840400,2/5/11,5459,152.58,97.44,832934.22,531924.96,301009.26
Europe,Belarus,Household,Online,M,10/19/14,410231912,10/24/14,5594,668.27,502.54,3738302.38,2811208.76,927093.62
Sub-Saharan Africa,Benin,Meat,Offline,H,1/21/15,960269725,2/22/15,4006,421.89,364.69,1690091.34,1460948.14,229143.2
Europe,Ireland,Beverages,Offline,L,4/4/17,607190167,5/18/17,9919,47.45,31.79,470656.55,315325.01,155331.54
Middle East and North Africa,Iran,Meat,Offline,H,8/5/16,613542068,8/11/16,9587,421.89,364.69,4044659.43,3496283.03,548376.4
Sub-Saharan Africa,Benin,Household,Offline,C,11/26/16,962186753,1/12/17,1297,668.27,502.54,866746.19,651794.38,214951.81
Sub-Saharan Africa,South Sudan,Beverages,Online,L,9/23/11,806298053,10/24/11,366,47.45,31.79,17366.7,11635.14,5731.56
Sub-Saharan Africa,Comoros,Personal Care,Online,L,10/24/10,719362294,12/3/10,4144,81.73,56.67,338689.12,234840.48,103848.64
Europe,Poland,Baby Food,Online,H,8/14/13,445178306,9/22/13,7008,255.28,159.42,1789002.24,1117215.36,671786.88
Europe,Bosnia and Herzegovina,Cosmetics,Offline,C,2/4/13,247857415,2/15/13,5372,437.2,263.33,2348638.4,1414608.76,934029.64
Sub-Saharan Africa,Namibia,Vegetables,Offline,C,8/11/14,461823451,9/4/14,2677,154.06,90.93,412418.62,243419.61,168999.01
Europe,Spain,Office Supplies,Offline,C,1/12/17,141812741,1/24/17,4396,651.21,524.96,2862719.16,2307724.16,554995
Middle East and North Africa,Iran,Meat,Online,C,7/3/16,212874114,8/17/16,3036,421.89,364.69,1280858.04,1107198.84,173659.2
Central America and the Caribbean,Guatemala,Office Supplies,Offline,C,3/27/10,320368897,4/2/10,3131,651.21,524.96,2038938.51,1643649.76,395288.75
Australia and Oceania,East Timor,Beverages,Online,C,6/5/15,179970920,6/25/15,6249,47.45,31.79,296515.05,198655.71,97859.34
Middle East and North Africa,Bahrain,Household,Online,H,6/27/12,927666509,7/17/12,5990,668.27,502.54,4002937.3,3010214.6,992722.7
Sub-Saharan Africa,Ethiopia,Office Supplies,Online,L,12/19/16,169754493,1/20/17,2982,651.21,524.96,1941908.22,1565430.72,376477.5
Australia and Oceania,Solomon Islands,Personal Care,Offline,M,3/9/15,532846200,4/20/15,9886,81.73,56.67,807982.78,560239.62,247743.16
Central America and the Caribbean,Belize,Snacks,Online,C,6/18/13,213865458,7/13/13,6397,152.58,97.44,976054.26,623323.68,352730.58
Asia,Sri Lanka,Office Supplies,Online,C,8/12/11,630048596,9/3/11,4236,651.21,524.96,2758525.56,2223730.56,534795
Central America and the Caribbean,Costa Rica,Clothes,Offline,H,4/17/14,568944442,4/24/14,2158,109.28,35.84,235826.24,77342.72,158483.52
Sub-Saharan Africa,Nigeria,Baby Food,Online,L,2/3/12,238414323,2/27/12,951,255.28,159.42,242771.28,151608.42,91162.86
Middle East and North Africa,Iran,Office Supplies,Online,L,8/1/15,816632068,9/19/15,8431,651.21,524.96,5490351.51,4425937.76,1064413.75
Sub-Saharan Africa,Djibouti,Baby Food,Online,C,9/11/13,402084004,10/5/13,4447,255.28,159.42,1135230.16,708940.74,426289.42
Asia,South Korea,Snacks,Online,L,5/8/15,763568961,6/7/15,5879,152.58,97.44,897017.82,572849.76,324168.06
Central America and the Caribbean,Dominica,Snacks,Offline,L,5/22/15,590198266,6/1/15,1637,152.58,97.44,249773.46,159509.28,90264.18
Asia,Vietnam,Snacks,Online,L,7/3/13,441395747,8/19/13,7665,152.58,97.44,1169525.7,746877.6,422648.1
Europe,Norway,Personal Care,Offline,H,6/16/10,496897733,7/21/10,1936,81.73,56.67,158229.28,109713.12,48516.16
Central America and the Caribbean,Haiti,Beverages,Online,C,11/8/11,106753051,11/14/11,9455,47.45,31.79,448639.75,300574.45,148065.3
Central America and the Caribbean,Jamaica,Fruits,Offline,L,10/17/16,941323029,10/27/16,7258,9.33,6.92,67717.14,50225.36,17491.78
Sub-Saharan Africa,Sudan,Vegetables,Offline,M,2/2/14,241281497,3/3/14,9412,154.06,90.93,1450012.72,855833.16,594179.56
Sub-Saharan Africa,Angola,Meat,Offline,L,4/30/16,267614781,5/12/16,2016,421.89,364.69,850530.24,735215.04,115315.2
Central America and the Caribbean,Panama,Cosmetics,Offline,M,8/31/10,651621711,10/16/10,8200,437.2,263.33,3585040,2159306,1425734
Europe,Greece,Personal Care,Online,M,8/8/15,644913613,9/7/15,3124,81.73,56.67,255324.52,177037.08,78287.44
Sub-Saharan Africa,Madagascar,Cereal,Offline,H,8/18/16,469414317,8/19/16,8983,205.7,117.11,1847803.1,1051999.13,795803.97
Sub-Saharan Africa,Guinea-Bissau,Clothes,Online,L,6/18/15,867360150,7/1/15,9998,109.28,35.84,1092581.44,358328.32,734253.12
North America,Greenland,Clothes,Online,L,1/28/11,851299941,2/1/11,7425,109.28,35.84,811404,266112,545292
Middle East and North Africa,Libya,Beverages,Offline,H,2/4/11,854095017,3/4/11,4550,47.45,31.79,215897.5,144644.5,71253
Europe,Belarus,Vegetables,Offline,C,11/3/12,478919208,11/27/12,1691,154.06,90.93,260515.46,153762.63,106752.83
Middle East and North Africa,Lebanon,Clothes,Offline,H,9/18/14,749258840,11/5/14,1196,109.28,35.84,130698.88,42864.64,87834.24
Sub-Saharan Africa,Djibouti,Baby Food,Offline,H,5/17/12,958912742,6/28/12,2444,255.28,159.42,623904.32,389622.48,234281.84
Central America and the Caribbean,Barbados,Personal Care,Online,C,2/20/10,921992242,3/4/10,6848,81.73,56.67,559687.04,388076.16,171610.88
Sub-Saharan Africa,Guinea-Bissau,Vegetables,Online,L,2/28/17,522921168,3/2/17,2849,154.06,90.93,438916.94,259059.57,179857.37
Europe,Finland,Personal Care,Offline,C,5/17/13,166435849,6/7/13,921,81.73,56.67,75273.33,52193.07,23080.26
Central America and the Caribbean,Haiti,Baby Food,Offline,L,11/9/13,327585113,11/23/13,8569,255.28,159.42,2187494.32,1366069.98,821424.34
Sub-Saharan Africa,Niger,Clothes,Offline,M,1/10/12,201730287,2/19/12,5330,109.28,35.84,582462.4,191027.2,391435.2
Central America and the Caribbean,Trinidad and Tobago,Fruits,Offline,L,9/24/13,854545199,11/9/13,7769,9.33,6.92,72484.77,53761.48,18723.29
Central America and the Caribbean,Grenada,Personal Care,Online,M,9/26/10,272016179,11/8/10,4487,81.73,56.67,366722.51,254278.29,112444.22
Central America and the Caribbean,Dominican Republic,Cereal,Offline,H,10/21/14,110442054,11/20/14,1113,205.7,117.11,228944.1,130343.43,98600.67
Europe,Monaco,Household,Offline,C,1/17/16,746434152,2/5/16,5308,668.27,502.54,3547177.16,2667482.32,879694.84
Europe,Estonia,Vegetables,Online,L,12/27/16,826916301,1/7/17,1764,154.06,90.93,271761.84,160400.52,111361.32
Europe,Italy,Beverages,Offline,H,8/30/13,419124829,9/19/13,7206,47.45,31.79,341924.7,229078.74,112845.96
Asia,Malaysia,Office Supplies,Online,C,7/7/14,560608565,8/24/14,5387,651.21,524.96,3508068.27,2827959.52,680108.75
Sub-Saharan Africa,Ghana,Office Supplies,Offline,L,11/29/13,109228837,12/7/13,2095,651.21,524.96,1364284.95,1099791.2,264493.75
Middle East and North Africa,Pakistan,Clothes,Offline,C,1/29/11,693159472,2/5/11,146,109.28,35.84,15954.88,5232.64,10722.24
Asia,Sri Lanka,Snacks,Offline,L,11/13/13,860886800,11/23/13,4390,152.58,97.44,669826.2,427761.6,242064.6
Europe,Romania,Fruits,Offline,C,4/9/12,131209647,5/3/12,6705,9.33,6.92,62557.65,46398.6,16159.05
Middle East and North Africa,Qatar,Office Supplies,Online,H,6/28/12,343239343,7/13/12,1004,651.21,524.96,653814.84,527059.84,126755
Sub-Saharan Africa,Cote d'Ivoire,Clothes,Online,H,6/8/10,706399714,7/19/10,8228,109.28,35.84,899155.84,294891.52,604264.32
Middle East and North Africa,Egypt,Office Supplies,Online,M,8/23/10,950427091,9/14/10,1352,651.21,524.96,880435.92,709745.92,170690
Middle East and North Africa,Iran,Snacks,Offline,H,12/11/14,875370299,12/28/14,379,152.58,97.44,57827.82,36929.76,20898.06
Middle East and North Africa,Somalia,Clothes,Online,C,1/27/11,801590669,3/15/11,7347,109.28,35.84,802880.16,263316.48,539563.68
Middle East and North Africa,Syria,Personal Care,Offline,C,5/7/14,219762027,5/28/14,1322,81.73,56.67,108047.06,74917.74,33129.32
Australia and Oceania,Solomon Islands,Cereal,Offline,C,11/8/10,940870702,11/21/10,3404,205.7,117.11,700202.8,398642.44,301560.36
Central America and the Caribbean,Guatemala,Fruits,Online,M,3/30/14,346215522,5/4/14,1721,9.33,6.92,16056.93,11909.32,4147.61
Middle East and North Africa,Kuwait,Clothes,Offline,C,7/9/16,837407815,7/20/16,6436,109.28,35.84,703326.08,230666.24,472659.84
Middle East and North Africa,Jordan,Meat,Online,L,7/15/14,386371409,7/19/14,4741,421.89,364.69,2000180.49,1728995.29,271185.2
Australia and Oceania,Marshall Islands,Beverages,Offline,H,10/14/13,185342633,11/24/13,5859,47.45,31.79,278009.55,186257.61,91751.94
Middle East and North Africa,Egypt,Snacks,Offline,C,1/13/17,596870315,2/18/17,6045,152.58,97.44,922346.1,589024.8,333321.3
Europe,Switzerland,Meat,Online,C,12/22/12,703815782,1/7/13,3585,421.89,364.69,1512475.65,1307413.65,205062
Australia and Oceania,Samoa ,Personal Care,Online,C,4/16/10,559352862,6/4/10,3797,81.73,56.67,310328.81,215175.99,95152.82
Europe,Portugal,Cosmetics,Offline,C,2/27/11,736967885,3/12/11,4029,437.2,263.33,1761478.8,1060956.57,700522.23
Europe,Albania,Clothes,Offline,C,1/14/15,980459678,2/9/15,8661,109.28,35.84,946474.08,310410.24,636063.84
Central America and the Caribbean,Dominica,Vegetables,Offline,C,11/16/14,653939568,12/6/14,4105,154.06,90.93,632416.3,373267.65,259148.65
Australia and Oceania,Tuvalu,Cosmetics,Online,H,1/17/16,991831386,1/29/16,3803,437.2,263.33,1662671.6,1001443.99,661227.61
Australia and Oceania,Marshall Islands,Cereal,Online,L,5/29/17,148871457,7/6/17,3227,205.7,117.11,663793.9,377913.97,285879.93
Europe,Bulgaria,Fruits,Online,H,2/10/15,850108611,2/25/15,4884,9.33,6.92,45567.72,33797.28,11770.44
Sub-Saharan Africa,Niger,Office Supplies,Offline,M,12/8/13,940904176,1/7/14,3309,651.21,524.96,2154853.89,1737092.64,417761.25
Central America and the Caribbean,Saint Vincent and the Grenadines,Office Supplies,Offline,H,12/10/15,136931979,12/13/15,70,651.21,524.96,45584.7,36747.2,8837.5
Sub-Saharan Africa,Malawi,Beverages,Offline,L,9/4/16,474178349,9/26/16,8766,47.45,31.79,415946.7,278671.14,137275.56
Sub-Saharan Africa,Cape Verde,Personal Care,Offline,L,7/19/16,458942115,7/29/16,25,81.73,56.67,2043.25,1416.75,626.5
Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,Offline,C,1/9/17,917834603,1/13/17,6510,47.45,31.79,308899.5,206952.9,101946.6
Europe,Greece,Personal Care,Offline,H,11/5/16,947779643,12/5/16,7913,81.73,56.67,646729.49,448429.71,198299.78
Europe,Monaco,Clothes,Online,L,10/31/15,166013562,11/26/15,5957,109.28,35.84,650980.96,213498.88,437482.08
Sub-Saharan Africa,Nigeria,Beverages,Online,L,1/25/11,960085189,2/13/11,9397,47.45,31.79,445887.65,298730.63,147157.02
Europe,Norway,Cosmetics,Offline,C,11/8/15,837855851,11/8/15,9020,437.2,263.33,3943544,2375236.6,1568307.4
North America,Greenland,Snacks,Offline,L,6/24/10,977499377,8/12/10,2643,152.58,97.44,403268.94,257533.92,145735.02
Middle East and North Africa,Tunisia ,Beverages,Online,L,2/27/14,377502095,3/3/14,114,47.45,31.79,5409.3,3624.06,1785.24
Asia,Uzbekistan,Meat,Offline,H,2/5/13,806662833,3/27/13,8313,421.89,364.69,3507171.57,3031667.97,475503.6
Central America and the Caribbean,Saint Kitts and Nevis ,Vegetables,Online,H,4/15/17,954092919,5/11/17,6152,154.06,90.93,947777.12,559401.36,388375.76
Central America and the Caribbean,Belize,Meat,Online,L,4/9/11,479216182,4/26/11,9572,421.89,364.69,4038331.08,3490812.68,547518.4
Sub-Saharan Africa,Angola,Personal Care,Online,H,12/13/10,461768949,12/30/10,6548,81.73,56.67,535168.04,371075.16,164092.88
Asia,Bhutan,Meat,Online,C,5/13/14,251800048,5/22/14,2085,421.89,364.69,879640.65,760378.65,119262
Central America and the Caribbean,Honduras,Personal Care,Offline,L,1/16/13,619670808,2/25/13,3217,81.73,56.67,262925.41,182307.39,80618.02
Sub-Saharan Africa,South Sudan,Household,Offline,H,12/9/10,606055057,1/23/11,4014,668.27,502.54,2682435.78,2017195.56,665240.22
Asia,Kyrgyzstan,Baby Food,Online,L,1/24/13,671939122,2/14/13,573,255.28,159.42,146275.44,91347.66,54927.78
Sub-Saharan Africa,Sao Tome and Principe,Cosmetics,Offline,M,2/25/14,448621833,3/3/14,6025,437.2,263.33,2634130,1586563.25,1047566.75
Sub-Saharan Africa,Madagascar,Fruits,Online,M,7/23/17,987714517,9/11/17,5530,9.33,6.92,51594.9,38267.6,13327.3
Sub-Saharan Africa,Senegal,Household,Online,H,5/7/16,711141002,6/14/16,1280,668.27,502.54,855385.6,643251.2,212134.4
Sub-Saharan Africa,Sierra Leone,Office Supplies,Online,C,3/24/12,361137616,4/18/12,7501,651.21,524.96,4884726.21,3937724.96,947001.25
Asia,Malaysia,Household,Offline,H,10/3/11,750253188,11/21/11,5446,668.27,502.54,3639398.42,2736832.84,902565.58
Central America and the Caribbean,Cuba,Office Supplies,Online,C,12/22/14,511349046,1/2/15,8401,651.21,524.96,5470815.21,4410188.96,1060626.25
Sub-Saharan Africa,Zimbabwe,Personal Care,Offline,L,8/23/11,147599017,8/28/11,6684,81.73,56.67,546283.32,378782.28,167501.04
Europe,Serbia,Beverages,Online,H,4/18/15,682489430,5/23/15,2644,47.45,31.79,125457.8,84052.76,41405.04
Asia,Maldives,Vegetables,Offline,M,1/11/14,509819114,2/23/14,5660,154.06,90.93,871979.6,514663.8,357315.8
Europe,Ireland,Office Supplies,Offline,M,2/27/12,343699395,4/2/12,7144,651.21,524.96,4652244.24,3750314.24,901930
Europe,Romania,Clothes,Offline,L,4/4/11,968554103,4/8/11,5537,109.28,35.84,605083.36,198446.08,406637.28
Europe,Croatia,Beverages,Online,M,12/26/13,989119565,1/6/14,1315,47.45,31.79,62396.75,41803.85,20592.9
Europe,Albania,Vegetables,Offline,M,9/12/12,880444610,10/31/12,1980,154.06,90.93,305038.8,180041.4,124997.4
Central America and the Caribbean,Dominican Republic,Vegetables,Offline,L,12/19/15,737890565,1/15/16,7071,154.06,90.93,1089358.26,642966.03,446392.23
Sub-Saharan Africa,Zimbabwe,Vegetables,Online,M,6/26/14,727131259,8/9/14,3153,154.06,90.93,485751.18,286702.29,199048.89
Sub-Saharan Africa,Ghana,Office Supplies,Offline,L,3/2/15,634153020,3/11/15,8826,651.21,524.96,5747579.46,4633296.96,1114282.5
Asia,Laos,Beverages,Online,H,8/17/14,315254676,9/8/14,9719,47.45,31.79,461166.55,308967.01,152199.54
Central America and the Caribbean,Panama,Personal Care,Offline,M,7/19/10,147047555,9/3/10,3494,81.73,56.67,285564.62,198004.98,87559.64
Sub-Saharan Africa,Angola,Household,Online,L,1/14/13,576455485,2/13/13,4843,668.27,502.54,3236431.61,2433801.22,802630.39
Middle East and North Africa,Syria,Snacks,Offline,L,7/19/10,770714795,8/26/10,490,152.58,97.44,74764.2,47745.6,27018.6
Sub-Saharan Africa,Sierra Leone,Cosmetics,Offline,H,7/11/11,867374312,8/3/11,4189,437.2,263.33,1831430.8,1103089.37,728341.43
Sub-Saharan Africa,Uganda,Fruits,Online,L,5/4/10,624295365,6/23/10,1727,9.33,6.92,16112.91,11950.84,4162.07
Asia,Taiwan,Clothes,Offline,M,10/13/13,769651782,11/3/13,5921,109.28,35.84,647046.88,212208.64,434838.24
Middle East and North Africa,Azerbaijan,Vegetables,Online,C,7/27/14,751929891,8/1/14,1619,154.06,90.93,249423.14,147215.67,102207.47
Asia,Maldives,Office Supplies,Online,H,4/4/10,989928519,4/11/10,702,651.21,524.96,457149.42,368521.92,88627.5
Sub-Saharan Africa,Mauritania,Meat,Offline,H,8/17/14,622758996,10/1/14,7081,421.89,364.69,2987403.09,2582369.89,405033.2
Sub-Saharan Africa,Burundi,Baby Food,Online,H,1/4/16,659845149,1/29/16,1698,255.28,159.42,433465.44,270695.16,162770.28
Sub-Saharan Africa,Zambia,Baby Food,Offline,H,5/17/11,830923306,6/5/11,7526,255.28,159.42,1921237.28,1199794.92,721442.36
Asia,Singapore,Beverages,Offline,L,2/12/10,936042296,3/17/10,4571,47.45,31.79,216893.95,145312.09,71581.86
Sub-Saharan Africa,Ghana,Household,Online,L,2/17/15,395563447,3/30/15,4869,668.27,502.54,3253806.63,2446867.26,806939.37
Sub-Saharan Africa,Guinea,Meat,Offline,M,6/7/11,500160586,6/7/11,7487,421.89,364.69,3158690.43,2730434.03,428256.4
Sub-Saharan Africa,Zambia,Fruits,Online,L,5/26/15,360820043,7/2/15,3524,9.33,6.92,32878.92,24386.08,8492.84
Europe,Georgia,Snacks,Online,C,5/24/10,958840644,6/2/10,1109,152.58,97.44,169211.22,108060.96,61150.26
Middle East and North Africa,Bahrain,Baby Food,Online,M,2/21/11,195833718,4/7/11,404,255.28,159.42,103133.12,64405.68,38727.44
Sub-Saharan Africa,Lesotho,Personal Care,Offline,M,6/28/14,543723094,7/2/14,8601,81.73,56.67,702959.73,487418.67,215541.06
Central America and the Caribbean,Barbados,Cosmetics,Offline,H,10/15/10,494745099,10/30/10,4924,437.2,263.33,2152772.8,1296636.92,856135.88
Middle East and North Africa,Saudi Arabia,Vegetables,Online,H,5/18/10,411448562,6/30/10,5628,154.06,90.93,867049.68,511754.04,355295.64
Europe,Macedonia,Personal Care,Offline,H,2/2/17,276694810,2/16/17,8998,81.73,56.67,735406.54,509916.66,225489.88
Asia,Turkmenistan,Office Supplies,Offline,M,11/24/16,143657672,1/8/17,352,651.21,524.96,229225.92,184785.92,44440
Europe,Albania,Baby Food,Online,L,12/23/11,585823476,1/6/12,7040,255.28,159.42,1797171.2,1122316.8,674854.4
Middle East and North Africa,Afghanistan,Clothes,Online,C,12/5/16,446991050,1/16/17,3440,109.28,35.84,375923.2,123289.6,252633.6
Australia and Oceania,Kiribati,Clothes,Offline,M,2/16/17,891271722,2/22/17,5963,109.28,35.84,651636.64,213713.92,437922.72
Middle East and North Africa,Morocco,Cosmetics,Online,C,5/18/10,453089320,6/16/10,8053,437.2,263.33,3520771.6,2120596.49,1400175.11
Europe,Norway,Baby Food,Offline,L,9/7/10,887180173,10/18/10,5183,255.28,159.42,1323116.24,826273.86,496842.38
Europe,Sweden,Cosmetics,Online,L,3/12/14,418593108,3/25/14,9858,437.2,263.33,4309917.6,2595907.14,1714010.46
Asia,Tajikistan,Personal Care,Online,M,7/16/10,492689454,8/16/10,6613,81.73,56.67,540480.49,374758.71,165721.78
Europe,Netherlands,Cosmetics,Online,M,12/5/16,825143039,12/20/16,7017,437.2,263.33,3067832.4,1847786.61,1220045.79
Europe,Spain,Vegetables,Online,L,10/8/13,751940190,10/10/13,4667,154.06,90.93,718998.02,424370.31,294627.71
Sub-Saharan Africa,Chad,Baby Food,Offline,H,8/9/16,579379737,8/26/16,194,255.28,159.42,49524.32,30927.48,18596.84
Europe,Ireland,Meat,Online,C,10/6/11,234073007,11/20/11,6259,421.89,364.69,2640609.51,2282594.71,358014.8
Middle East and North Africa,Pakistan,Meat,Online,C,2/17/13,612943828,3/1/13,2554,421.89,364.69,1077507.06,931418.26,146088.8
Sub-Saharan Africa,Mozambique,Fruits,Online,C,12/14/12,433228528,12/21/12,804,9.33,6.92,7501.32,5563.68,1937.64
Middle East and North Africa,Bahrain,Fruits,Online,L,11/20/15,282475936,11/28/15,9762,9.33,6.92,91079.46,67553.04,23526.42
Asia,Tajikistan,Meat,Online,M,7/7/12,368547379,7/12/12,214,421.89,364.69,90284.46,78043.66,12240.8
Australia and Oceania,New Zealand,Meat,Offline,H,6/2/13,969616687,6/28/13,9980,421.89,364.69,4210462.2,3639606.2,570856
Sub-Saharan Africa,Niger,Baby Food,Online,L,2/4/15,184170186,2/17/15,8906,255.28,159.42,2273523.68,1419794.52,853729.16
Europe,Armenia,Fruits,Online,C,4/28/11,681006705,6/14/11,3872,9.33,6.92,36125.76,26794.24,9331.52
Sub-Saharan Africa,Gabon,Baby Food,Online,L,2/1/12,249237573,2/21/12,3791,255.28,159.42,967766.48,604361.22,363405.26
Asia,Kyrgyzstan,Vegetables,Offline,H,1/29/17,348286616,2/13/17,4604,154.06,90.93,709292.24,418641.72,290650.52
Australia and Oceania,Fiji,Clothes,Offline,L,12/1/11,257890164,12/29/11,4285,109.28,35.84,468264.8,153574.4,314690.4
Europe,Romania,Cosmetics,Online,H,5/8/17,228097045,6/17/17,7839,437.2,263.33,3427210.8,2064243.87,1362966.93
Sub-Saharan Africa,Botswana,Cereal,Online,C,5/3/17,129268586,6/21/17,2302,205.7,117.11,473521.4,269587.22,203934.18
